ID,tweet,Tag,newlabel
1338449022449721344,indonesia gets first batch vaccine chinas sinovac bloomberg hope following indonesia securing sinovac start vaccination without credible efficacy safety data haste makes waste safety paramount httpstcovwvrpqikr,ineffective,['ineffective']
1346782720907591681,scottmorrisonmp greghuntmp albomp prof raina macintyre pointed astrazeneca vaccine allow us achieve herd immunity pursuing use vaccine two vaccines currently available effective,ineffective,['ineffective']
1335068283557580802,realcandaceo maybe someone could explain riskbenefit data available far risk agehealthetc getting covid approx risk death vs unknown risks entirely new vaccine technology never used,"ingredients,side-effect,unnecessary","['ingredients', 'side-effect', 'unnecessary']"
1329244375860211712,unspinthespin yes moderna avoid experiment see trying dying options mass scale virus seems crazy,"rushed,unnecessary","['rushed', 'unnecessary']"
1444359014117167104,debacton lugon thedividedstat potus time period first dose pfizerbiontech vaccine study found risk blood clots strokes caused restricted blood flow brain ischaemic stroke increased httpstcotqfxvc,side-effect,['side-effect']
1262493476119166976,simonharristd make sure vaccine corona free grown dog tissue could create virus storm kids contract covid happened us military last year science reported dont,ingredients,['ingredients']
1370203359009894403,vaccinesideeffects alters dna rna dont take experimental poison devil came kill steel destroy httpstcouvjiqzk,side-effect,['side-effect']
1281119321306079232,oddvaliant gkjill gates linked almost everyone one things thats many critical nanoparticle dna altering vaccines moderna using brain waves mining cryptocurrency id alliance cant make stuff smh god bless guys,"conspiracy,ingredients,side-effect","['conspiracy', 'ingredients', 'side-effect']"
1375148874369658883,exactly people shouldnt rush vaccine technical read still clear understand please share httpstcofgcocirkj,rushed,['rushed']
1377280621240844289,johnson johnson knew decades asbestos baby powder think ill give bodyswerve vaccine vaccinepassport,mandatory,['mandatory']
1377391996491288576,unrealyet another reason ppl want one spot lineits gonna long time would consider experimental vaccines many types stories concern quality control outcomes httpstcokjksptvtr,"rushed,side-effect","['rushed', 'side-effect']"
1435414715769839616,pooyakazemi sailorrooscout youre knowingly peddling vaccine science pharmaceutical employee put twitter moderna sell vaccine brilliant isnt corrupt,pharma,['pharma']
1333458541072551937,lin wood sure bill gates get emergency approval moderna moderna gates vaccine gates urges depopulation theory smaller servant class ruled service elite never take moderna gates vaccine rely immune system created,"conspiracy,pharma","['conspiracy', 'pharma']"
1334239401585545217,covid vaccine foresight nazi pharmaceuticals causing felidomites publicly advertised yrs later guarantees vaccines nazi engineered next gen coviduk covidsecondwave coronavirusuk borisjohnson primodos illuminati httpstcodahtscrjup,conspiracy,['conspiracy']
1277322748772130817,blurdn scdhec seen result moderna vaccine trials atrocious results bancel ceo moderna dumped million stock total moderna executives dumped million dollars stock day results released much faucis chagrin,pharma,['pharma']
1430843813937958915,bbc radio newcastle presenter died astrazeneca coronavirus vaccine complications coroner concludes lisa shaw died three weeks first dose inquest hears httpstcoexvfivma,side-effect,['side-effect']
1334536057954721793,pfizer vaccine people make viagra get vaccine arm goes hitler salute cannot get back days hahahaha,none,['none']
1316994978929811457,update daily mail turns people monkeys october hkt oxfordvaccine,side-effect,['side-effect']
1346707020758589440,moderna covid vaccine side effects fatigue headaches muscle pain say many physicians advising public brace strongerthanusual side effects covid shots say typical flu shot possibly take day two httpstcofcgis,side-effect,['side-effect']
1328154434128523265,gop realdonaldtrump yes totally untested dangerous lottery ten percent people still get covid even jab long term effects studied pfizers last trial drug killed loads children cost millions im anti vacer im stupid either,"ineffective,rushed,side-effect","['ineffective', 'rushed', 'side-effect']"
1371590592933822466,moderna chief medical officer admits mrna alters dna ted talk video covid covid vaccine httpstcoucizlqrwf original video httpstcozzyitaxhu,side-effect,['side-effect']
1336626615200215040,toosoon pfizer said vaccine well tolerated trials serious safety concerns confirmed deaths httpstcooqbiclp,side-effect,['side-effect']
1354780396408471552,animaloftheweek theoldloftyone neilclark lockdown wont end get vaccinated priti patel basically confirmed tuesday vaccine tested properly others dont want forced upon us take chances,rushed,['rushed']
1355347772774309890,therealoj ummm get vaccine arent elderly teacher immune compromised oh yeah money talks right youarepathetic,pharma,['pharma']
1344785406332727297,katiewr young children tested allergies vaccination also christian given overload vaccines without thought possible harm find medical advice coercion difficult deal,side-effect,['side-effect']
1297969696059404288,davidsherwin missnachez raumcom cgrace whitehouse realdonaldtrump vaccine would nothing people would make things far worse,ineffective,['ineffective']
1343539944686542848,disclosetv biontechgroup transhuman slavery end game vaccine covid literally trying put us mindbodyfinancial matrix video explains httpstcopdslfihwf,conspiracy,['conspiracy']
1403697877277233156,australia uk countries give people aged choice lowerefficacy astrazeneca vax lifethreatening side effects uk least overrun covid australia excuse continuing push,"ineffective,side-effect","['ineffective', 'side-effect']"
1325879758148800515,rapplerdotcom afp kind dubious pfizer says covid vaccine looking effective k participants study data many actually exposed virus test response without challenge test vaccinated really dont know effective rate,pharma,['pharma']
1296179318238982144,alexdevantier alphwilliams oxford vaccine much pisazz easy manipulate masses mention australian research firm public would go sleep marketeer full flow sucker country,pharma,['pharma']
1376742226513047554,ingrahamangle watching tonight forcing people get vaccine ever happened body approach dumbocrats keep pushing legitimize abortion,mandatory,['mandatory']
1365986368787255296,warrenf jaynepuligan bettybanana parkyyork johndirom grahammarlbrou sure facebook join old man chair doctor looking vaccines months full list cases adverse effects vaccine date also lots information complete eye opener,side-effect,['side-effect']
1333469820633878529,diamondskydiva agree understand old orand extremely sick person taking vaccine covid killer whereas someone retirement age healthy like stands next chance dying wont take chance getting dangerous vaccine side effects,"side-effect,unnecessary","['side-effect', 'unnecessary']"
1377290599519420422,grambling get vaccine please give jj one baby powder even safe makes think want vaccine,pharma,['pharma']
1261314346656940032,sciencecited forrestmaready id recommend listening dr mikovits rfk jr risks mrna vaccines currently development moderna even former chief chemist said hed never take vaccine exactly designed,side-effect,['side-effect']
1330406857773621249,id rather take wario mdma pills rushed pfizer vaccine,rushed,['rushed']
1376267766328668164,gordonsagit annaberu davidhepworth borisjohnson go anywhere without vaccine rubbish talk coming,mandatory,['mandatory']
1337581096234528768,vaccine lockdown lockdowns covid people already dead new pfizer vaccine httpstcoqqimxwkjp vaccine safe theyll force people take,"mandatory,side-effect","['mandatory', 'side-effect']"
1367932481354276866,catholic scholars little moral reasons reject johnson johnson vaccine httpstcokpxmtphkah,religious,['religious']
1329100034718257159,dascension stopherbuck pfizer biontechgroup say things like average age covid victims average life expectancy get old something gonna take part life,unnecessary,['unnecessary']
1371936503476092931,scottadamssays jrscovidvaccinesideeffects doctor got temp nd shot moderna may good thing httpstcompowfkoupk,side-effect,['side-effect']
1408740814998720512,way even russians trust rus vaccine sputnik well theres solution sputnik light one jab needed allegedly first jabs given btw media outlet echo used great parrots state line httpstcownszyfd,country,['country']
1346682618750898184,wendyemily intend get vaccinated oxford vaccine dont believe medical procedures compulsory opinions dont make bad friend think friend friend weird time people great stresses dont ghost yr friend,mandatory,['mandatory']
1363061119657668609,covid vax deaths die spanish nursing home receiving covid vaccine health authorities reportedly halted administering second shot pfizers vaccine lifesitenews permanently banned youbube httpstcodfygtdd,side-effect,['side-effect']
1218669770054213633,sallykp patobrien cancer treatments yr break finally watched become normal already kids knew something wasnt right niece surgery hpv vaccination bc caused complications finally knew putting harmful,side-effect,['side-effect']
1357763439255572480,pentagon deploy troops deliver covid vaccines httpstcozrhptpaqy via yahoo sad many americans either get adverse side effects die drug induced vaccine tested safety dont take vaccine,"rushed,side-effect","['rushed', 'side-effect']"
1346659202970877955,fuck catch covid getting fucking vaccine vaccine snke oil httpstcokagjd,ineffective,['ineffective']
1289961908104134656,kerpen mlevittnp translation gotta keep little bit longer one going want pfizer vaccine time finish,none,['none']
1369619780458573827,aussiecamel dad got cellulitis day covid vaccination spent days hospital still well kept asking medics vaccine related one definite answer family worried fir dads round,side-effect,['side-effect']
1376729657077272579,shout folks saying see hope vaccinated isnt hope,none,['none']
1288553927781355521,pleasejustdonot carpedi janiehsieh soopremekommand therealfichtler drsimonegold retweeted several films form opinion watch dont count people line make money vaccine fauci much read much learn much try using something testimonials dna,pharma,['pharma']
1285507815545753600,downingstreet borisjohnson flu jab intereferes covid making worselook aprile noway vaccines never safe,"ineffective,side-effect","['ineffective', 'side-effect']"
1311595665223544834,michelle elienyc vaccine industry exempted liability going produce covid vaccine record time never success providing rna vaccine blackmail goes like take grandma could die,"pharma,rushed","['pharma', 'rushed']"
1328781978645180426,imagine early days without adequate safety data pfizer launches covid vaccine delivery trial four us states httpstcoxgaakrryj,rushed,['rushed']
1304072840950542336,load sucking mr pfizer fda claims hcq kill wont stand faucis report scott volunteer vaccine trials family,rushed,['rushed']
1346816399684079618,pbsherren also make microsoft windows startup sound burp error sound fart oh check weird scar got infertilityinducing pfizer mindcontrol vaccine httpstcozhhmqriwvj,side-effect,['side-effect']
1437816425608060940,devildad stevebakerhw sajidjavid fda approval even insists new study referencing myocarditis pfizers vaccine results wont httpstcolfiljpre httpstconjxuiqdrt,"rushed,side-effect","['rushed', 'side-effect']"
1363932751884398600,olgakhazan adamserwer vaccine program creates perpetuates racism medical apartheid success period side issue give nod way praising system means system failure yall really think dead black people big deal,side-effect,['side-effect']
1325995327069974529,realdonaldtrump usfda probably realised youve killed enough people covid dont want add untested vaccine murderous arsenal trumpy try trip mansized bottom lip leave whitehouse,rushed,['rushed']
1349465041230307331,tobydrummond littlemissrebel rallyheaven using morning sickness drug example drug thats designed specific purpose fucked countless lives seen teenager thalidomide covid vaccine tested long enough us sceptical,rushed,['rushed']
1352878039370227712,teachers deserve vaccine first health workers supermarket staff know teachers long break due back till april would need vaccine,none,['none']
1361406683541602306,panarama healthy fit conditions situations may put extra risk really need vaccine covid risk infection high asymptomatic onceif youve covid immunity vaccinate old fat ill,unnecessary,['unnecessary']
1291740037307158528,warroomtownhall warroompandemic hope going address real truly unknown dangers moderna vaccine ability change dna unknown human genome one vaccine used extensive trials,"rushed,side-effect","['rushed', 'side-effect']"
1334041704882647045,deal astrazeneca shifts risks involved rollout vaccine taxpayers struck august liability clauses previously reported old line double standards powers bevaccine,side-effect,['side-effect']
1355882792056483842,henrymcmaster potus let virus keep mutating vaccine doesnt work want play redneck politics thanks,ineffective,['ineffective']
1340238409160384513,cleavonmd forucsandy trump money pfizer blocking company money vaccine ship order make lot extra money covid,political,['political']
1253379587226173442,bbcbreaking whats point testing vaccine someone doesnt covid vaccine supposed fight yet government lying public thinking cure placebo keep public attacking,political,['political']
1348224150360498176,chinese doctor claims sinopharm vaccine unsafe world httpstcozleohoithy via youtube,side-effect,['side-effect']
1353485271510216712,paysupplystaff banebaldy remember old lady got twice phe never says caught twice mean vaccines well obviously virus mutates like catching cold point vaccine time go back work fun,ineffective,['ineffective']
1339570149200900098,democrats lie lie keep lieing doctor whoopie proves liar health care worker hospitalized serious allergic reaction pfizers covid vaccine via westjournalism httpstcorbjxdnsb,side-effect,['side-effect']
1355159949089918976,rosearosey adinuf rogerco nadhimzahawi stevepeers houseofcommons conservatives uklabour right rose dad got vaccine certain bill gates controlling every move even started speaking chinese totally blue dark forces work,"conspiracy,side-effect","['conspiracy', 'side-effect']"
1355628700520210433,john joshh im sorry hurt feelings insult vaccine isnt going save lol dont even know long vaccine keep one safe,ineffective,['ineffective']
1339928212286091264,wouldnt pfizer ceo first get vaccine company anybody,mandatory,['mandatory']
1335590875905339395,alforrestsmith downingstreet pfizeruk biontechgroup mhragovuk reason every vaccine manufacturer given immunity prosecution vaccines recommended government vaccine unique matter,political,['political']
1413834370633322499,allthecitizens chrischirp doctoroxford covid pharma u know logistics u provide tech africa recd vaccine know st world nearing herd vaccine apartheid global stage httpstcoauodipvm,conspiracy,['conspiracy']
1336348977197932550,reason pfizer vaccine fast roll animal trials first dont symptoms pfizer past history httpstcoeemoytby,"pharma,rushed","['pharma', 'rushed']"
1418575187742703618,jon vijayp vonderleyen would valid argument months ago nobody wants inferior oxford vaccine anymore czechs arent using uk isnt using young usa never even approved paid lot tax payers money bad product eus vaccine strategy based capitalism,pharma,['pharma']
1353778078485540864,markvipond amelia hmmmm youre happy mrna vaccine injected never used trials due completion longterm problems unknown ade known potential problem also likely prevent transmission covid pretty damn useless,ineffective,['ineffective']
1328522765406777344,nikkimcr yet pushing vaccine make moderna one google moncef slaoui,mandatory,['mandatory']
1312017133396779063,dankojones russian vaccine causes sprout man boobs orange complexion bad hair oh wait httpstcotjbqduvbn,side-effect,['side-effect']
1347952021505191937,four deaths elderly reported countries first days vaccine rollout covid vaccine reactions pfizer biontechgroup httpstcoceoukrux,side-effect,['side-effect']
1355687780597325827,repthomasmassie real surprise shot tested known stop infection transmission deals best symptoms far many see vaccine definition one,"ineffective,rushed","['ineffective', 'rushed']"
1365620571116097536,people free take vaccine vaccines never become condition life,ineffective,['ineffective']
1350821851396796419,fuck covid ill never allow doctors use vaccine im like already several mental breakdowns nowdays know mom getting vaccinated tuesday,none,['none']
1339056505040080896,dandy asia getting cold feet waiting west guinea pigs dream anyone want cursed vaccine even pfizers ceo wont chance white house wont touch army exempted start digging landfills toxic garbage,rushed,['rushed']
1402657214385512448,health loseweight astrazeneca vaccine carries slightly increased risk bleeding problems new study shows httpstcocevsfcvf,side-effect,['side-effect']
1366957601410408448,thejayunf danthor gtteacher captshttlkr womans severe reaction pfizer covid vaccine httpstcobzltoqqe doctor dies vaccine shot dies bleeding brain httpstcoprmncw,side-effect,['side-effect']
1376102325509578754,shut first gather children grandchildren get vaccinated verbal diarrhoering vaccine made compulsory take long getting vaccinated trust much,"mandatory,rushed","['mandatory', 'rushed']"
1336967296078778369,coronavirus vaccine created pfizer causes allergic reaction uk wide trial stages number short term effects wait long term effects start raise head evidently ready rolled biggestconever,side-effect,['side-effect']
1429407536118108167,sritara gorwayglobal different kind product refuse call vaccine unlike covaxin risks huge cancer risk multigenerational cancer risk alarming reiterate immunity boost zero check warnings years time,"side-effect,unnecessary","['side-effect', 'unnecessary']"
1219762164908666880,msbettybafufu facts every time theres little outbreaks always ones vaccinated,side-effect,['side-effect']
1343042300398735362,jakersmom realcandaceo take hcq need vaccines treatment hydroxychloroquine cut death rate significantly covid patients henry ford health system study shows httpstcozifrshyl httpstcocobzzpkhb,unnecessary,['unnecessary']
1358137865650249728,vaccines dont stop transmission covid highly transmissible even mask wearing silly stop pushing dangerously undertested vaccine ppl immunity achieved naturally,"ineffective,rushed","['ineffective', 'rushed']"
1298601047573835778,pepperedchef thegreatmason wsj well people scared virus kills likely would also scared hastily approved vaccine virus doesnt worry even wouldnt vaccination,"rushed,unnecessary","['rushed', 'unnecessary']"
1376923681524482048,take vaccine stop virus take vaccine go everyday lifei take httpstcovkqpspb get excited monday year ago free remember,mandatory,['mandatory']
1327217080953876480,pfizer everything power avoid medications intentionally held back china virus vaccine results election yall scam yall didnt like realdonaldtrumps favored nation rule yall sick,political,['political']
1334846186667319296,attention careful vaccines covid ethical morally acceptable like astra zeneca one use tissue aborted babies spread voice httpstcozvmruqya,ingredients,['ingredients']
1329939852872339459,really true covid first time manipulate mrna vaccine kind scary like cancer causing scary idk experimental extremely experimental holy shit pfizer covid,rushed,['rushed']
1343564047203983361,disclosetv biontechgroup big pharma money poison keep us sick come back poison get money say wheres cure cancer biontechgroup,pharma,['pharma']
1377098369798008833,bad jab man gets rare severe rash body says skin peeled johnson johnson vaccine httpstcogpnylyaap httpstcoagoppwiw,side-effect,['side-effect']
1336495916728119303,wire theres already confirmed deaths directly linked pfizer vaccine,side-effect,['side-effect']
1411866086560210952,hiding chest pain man takes vaccine dies hours later age vaccine covishield dose nd city nagpur httpstconaeneto,side-effect,['side-effect']
1320260752494780416,last going give health workers untested vaccine hasnt passed eu standards sounds like great news worked nhs id tell go stick needle boris johnsons arse httpstcohvgoeqyhm,mandatory,['mandatory']
1409874378494464005,ready nursing home real world neo red pill time retire reread michel montaigne httpstcogpzyoola covid michael yeadon mrna pfizer totalitarianism httpstcoqeydhlmjm,none,['none']
1290002425009418244,drericding stevensalzberg phone moderna rely natural immune system chance keeping safe efficacy vax,ineffective,['ineffective']
1414867155317833731,eldever shaunandelly tell ask long protection lasts manufacturer trust vaccine today pfizer dont suggest protection lasted six months maybe httpstcoytpjppbujn,ineffective,['ineffective']
1419606938149560322,loquaciouslion cnbctvnews ektabatra covaxin fiasco new fangled vaccines scare hell trust deficit huge given botched trials halftruths saw transparency honesty key vaccine acceptability,rushed,['rushed']
1334166193301835776,euroguido agreed anyone wants take vaccine codeveloped chinese company,country,['country']
